Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Shipped,Grand_Total
2608,Miitopia,3DS,2017,Role-Playing,Nintendo  ,Nintendo EPD  ,6.6,,,,,,,1.18,1.18
2609,Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo  ,Big Fish Games  ,7.4,,,,,,,1.18,1.18
2610,R.B.I. Baseball 3,NES,1991,Sports,Tengen  ,Namco  ,,,0.1,,1.08,,1.18,,1.18
2611,Resident Evil: Operation Raccoon City,PS3,2012,Shooter,Capcom  ,Slant Six Games  ,,,0.48,0.24,0.36,0.1,1.18,,1.18
2612,Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision  ,Vicarious Visions  ,8.9,,0.85,0.31,,0.02,1.18,,1.18
2613,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.41,0.56,0.02,0.19,1.18,,1.18
2614,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,DS,2009,Role-Playing,Level 5  ,Level 5  ,,,,,1.18,,1.18,,1.18
2615,Medal of Honor: Warfighter,X360,2012,Shooter,Electronic Arts  ,Danger Close Games  ,,,0.61,0.46,0.01,0.1,1.18,,1.18
2616,Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Rockstar Games  ,Rockstar San Diego  ,10,,0.47,0.45,0.06,0.19,1.18,,1.18
2617,WWE '12,PS3,2011,Fighting,THQ  ,"Yuke's Co., Ltd.  ",9,,0.53,0.45,0.02,0.17,1.18,,1.18
2618,NieR: Automata,PC,2017,Role-Playing,Square Enix  ,PlatinumGames  ,,,,,,,,1.18,1.18
2619,Soviet Strike,PS,1996,Simulation,Electronic Arts  ,EA Tiburon  ,,,0.65,0.44,,0.08,1.17,,1.17
2620,Gun,PS2,2005,Shooter,Activision  ,Neversoft Entertainment  ,,,0.98,0.04,,0.16,1.17,,1.17
2621,Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts  ,Krome Studios  ,6.2,,0.57,0.45,,0.15,1.17,,1.17
2622,Mission: Impossible,N64,1998,Action,Ocean  ,Infogrames  ,6.6,,0.74,0.38,0.02,0.03,1.17,,1.17
2623,Cabela's Dangerous Hunts,PS2,2003,Sports,Activision  ,Sand Grain Studios  ,,,0.57,0.45,,0.15,1.17,,1.17
2624,WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ  ,JAKKS Pacific  ,8.1,,0.48,0.48,0.01,0.19,1.17,,1.17
2625,Cool Boarders 4,PS,1999,Sports,989 Studios  ,Idol Minds Digital Entertainment  ,,,0.65,0.44,,0.08,1.17,,1.17
2626,Army of Two,PS3,2008,Shooter,Electronic Arts  ,EA Montreal  ,7.4,6.9,0.74,0.26,0.02,0.15,1.17,,1.17
2627,Rage Racer,PS,1997,Racing,Namco  ,Namco  ,,,0.16,0.11,0.83,0.08,1.17,,1.17
2628,Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts  ,EA Los Angeles  ,,,0.76,0.36,,0.05,1.17,,1.17
2629,Destruction Derby 2,PS,1996,Racing,Sony Computer Entertainment  ,Reflections Interactive  ,,,0.65,0.44,,0.08,1.17,,1.17
2630,Sunset Overdrive,XOne,2014,Action,Microsoft Studios  ,Insomniac Games  ,8,,0.64,0.42,0,0.1,1.16,,1.16
2631,Ace Combat 3: Electrosphere,PS,2000,Simulation,Namco  ,Namco  ,7.6,,,,,,,1.16,1.16
2632,Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Rockstar Games  ,Rockstar San Diego  ,,,0.97,0.04,,0.16,1.16,,1.16
2633,WWE 2K15,PS4,2014,Sports,2K Sports  ,Visual Concepts  ,,,0.4,0.57,,0.19,1.16,,1.16
2634,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft  ,Red Storm Entertainment  ,,,0.57,0.44,,0.15,1.16,,1.16
2635,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment  ,Light Weight  ,8.2,,0.39,0.27,0.43,0.08,1.16,,1.16
2636,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft  ,Ubisoft Montreal  ,,,0.7,0.36,,0.1,1.16,,1.16
2637,MLB The Show 17,PS4,2017,Sports,Sony Interactive Entertainment  ,SIE San Diego Studio  ,,,0.94,,,0.22,1.16,,1.16
2638,Mirror's Edge,X360,2008,Platform,Electronic Arts  ,EA Digital Illusions CE  ,7.6,,0.51,0.51,0.01,0.12,1.16,,1.16
2639,NASCAR Thunder 2002,PS2,2001,Racing,EA Sports  ,EA Tiburon  ,,,0.57,0.44,,0.15,1.16,,1.16
2640,Jet Force Gemini,N64,1999,Shooter,Rare  ,Rare Ltd.  ,8.1,,,,,,,1.16,1.16
2641,Mario Power Tennis,GC,2004,Sports,Nintendo  ,Camelot Software Planning  ,8.1,,,,,,,1.16,1.16
2642,Mega Man X,SNES,1994,Platform,Capcom  ,Capcom  ,,,,,,,,1.16,1.16
2643,Pokken Tournament DX,NS,2017,Fighting,Nintendo  ,Namco Bandai Games  ,8,,,,,,,1.16,1.16
2644,Sega Rally Championship,SAT,1995,Racing,Sega  ,Sega-AM3  ,,,0.21,0.16,0.77,0.02,1.16,,1.16
2645,Tekken 6,PSP,2009,Fighting,Namco Bandai  ,Namco Bandai Games  ,8.2,,,,,,,1.16,1.16
2646,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2003,Role-Playing,Konami  ,Konami  ,,,0.84,0.27,,0.05,1.16,,1.16
2647,Test Drive: Off Road,PS,1997,Racing,Accolade  ,Motivetime  ,,,0.65,0.44,,0.08,1.16,,1.16
2648,Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts  ,Team Fusion  ,6.6,,0.5,0.39,0.02,0.25,1.16,,1.16
2649,Spore,PC,2008,Strategy,Electronic Arts  ,Maxis  ,7,7,0.03,1.06,,0.07,1.16,,1.16
2650,FIFA Soccer 10,PSP,2009,Sports,EA Sports  ,EA Canada  ,7.9,,0.16,0.68,0.01,0.31,1.16,,1.16
2651,Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive  ,City Interactive  ,4.3,,0.54,0.5,,0.12,1.16,,1.16
2652,LEGO Star Wars: The Video Game,XB,2005,Action,Eidos Interactive  ,Traveller's Tales  ,8,,0.83,0.28,,0.05,1.16,,1.16
2653,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix  ,Eidos Montreal  ,,,,,,,,1.16,1.16
2654,EA Sports Active: More Workouts,Wii,2009,Sports,EA Sports  ,EA Vancouver  ,7.9,,0.78,0.28,,0.1,1.16,,1.16
2655,Stranded Deep,PC,N/A,Adventure,Unknown  ,Beam Team Games  ,,,,,,,,1.15,1.15
2656,The Elder Scrolls V: Skyrim,NS,2017,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.6,9.1,0.67,0.32,0.06,0.1,1.15,,1.15
2657,Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega  ,Sports Interactive  ,,,,1.15,,0.01,1.15,,1.15
2658,Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games  ,Midway Games West  ,,,0.56,0.44,,0.15,1.15,,1.15
2659,Bad Boys: Miami Takedown,PS2,2004,Shooter,Crave Entertainment  ,Blitz Games  ,,,0.56,0.44,,0.15,1.15,,1.15
2660,Kaboom!,2600,1981,Action,Activision  ,Activision  ,,,1.07,0.07,,0.01,1.15,,1.15
2661,Dragon Quest VIII: Journey of the Cursed King,3DS,2017,Role-Playing,Nintendo  ,Level 5 / Armor Project  ,8.8,,0.14,0.11,0.88,0.02,1.15,,1.15
2662,Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment  ,Insomniac Games  ,7.5,,0.75,0.22,0.05,0.13,1.15,,1.15
2663,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment  ,ASCII Entertainment  ,,,,,1.15,0,1.15,,1.15
2664,Doraemon,NES,1986,Action,Hudson Soft  ,Hudson Soft  ,,,,,1.15,0,1.15,,1.15
2665,Jissen Pachinko Hisshouhou! CR Hokuto no Ken,PS2,2005,Misc,Sega  ,Sammy Studios  ,,,,,,,,1.15,1.15
2666,LEGO City Undercover,WiiU,2013,Action,Nintendo  ,TT Fusion  ,7.5,,,,,,,1.15,1.15
2667,Ninja Gaiden II,X360,2008,Action,Microsoft  ,Team Ninja  ,8.2,,,,,,,1.15,1.15
2668,Qix,GB,1990,Puzzle,Nintendo  ,Taito Corporation  ,,,,,,,,1.15,1.15
2669,Sonic the Hedgehog (2006),PS3,2007,Platform,Sega  ,Sonic Team  ,,,,,,,,1.15,1.15
2670,High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios  ,Artificial Mind and Movement  ,,,0.5,0.52,,0.13,1.15,,1.15
2671,Middle-Earth: Shadow of War,XOne,2017,Action,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,,,0.75,0.29,,0.11,1.15,,1.15
2672,Lego Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.61,0.44,,0.1,1.15,,1.15
2673,Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision  ,Infinity Ward  ,9.3,,,1.12,,0.03,1.15,,1.15
2674,Tak and the Power of Juju,PS2,2003,Platform,THQ  ,Avalanche Software  ,,,0.56,0.44,,0.15,1.15,,1.15
2675,Asteroids,PS,1998,Shooter,Activision  ,Syrox Developments  ,,,0.64,0.43,,0.07,1.15,,1.15
2676,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile  ,Compile  ,,,,,1.07,0.07,1.15,,1.15
2677,Super Street Fighter IV,PS3,2010,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.3,,,,,,,1.15,1.15
2678,Enter the Gungeon,PC,2016,Shooter,Devolver Digital  ,Dodge Roll  ,,,,,,,,1.14,1.14
2679,007: Quantum of Solace,PS3,2008,Shooter,Activision  ,Treyarch  ,6.6,,0.43,0.51,0.02,0.19,1.14,,1.14
2680,LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts  ,Traveller's Tales  ,6.7,,0.61,0.44,,0.09,1.14,,1.14
2681,Action Bass,PS,2000,Action,Take-Two Interactive  ,Unknown  ,5.1,,0.64,0.43,,0.07,1.14,,1.14
2682,Tenchu: Wrath of Heaven,PS2,2003,Action,Activision  ,K2 LLC  ,,,0.44,0.34,0.25,0.11,1.14,,1.14
2683,Shadow of the Colossus,PS2,2005,Adventure,Sony Computer Entertainment  ,Team ICO  ,9.1,9.4,0.78,0.03,0.2,0.13,1.14,,1.14
2684,Brave Fencer Musashi,PS,1998,Role-Playing,Square  ,SquareSoft  ,8.4,,0.25,0.17,0.65,0.07,1.14,,1.14
2685,Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami  ,Konami Computer Entertainment Hawaii  ,,,0.95,0.04,,0.16,1.14,,1.14
2686,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive  ,NetherRealm Studios  ,8.3,,0.85,0.19,,0.1,1.14,,1.14
2687,Hot Shots Golf: Out of Bounds,PS3,2008,Sports,Sony Computer Entertainment  ,Clap Hanz  ,8.3,,0.31,0.03,0.76,0.04,1.14,,1.14
2688,Conan Exiles,PC,2018,Action-Adventure,Maximum Games  ,Funcom Oslo A/S  ,,,,,,,,1.14,1.14
2689,Commando,NES,1986,Action,Capcom  ,Capcom  ,,,,,,,,1.14,1.14
2690,Pilotwings,SNES,1991,Simulation,Nintendo  ,Nintendo EAD  ,,,,,,,,1.14,1.14
2691,Punch-Out!!,Wii,2009,Fighting,Nintendo  ,Next Level Games  ,8.7,,,,,,,1.14,1.14
2692,Resident Evil - Code: Veronica,DC,2000,Action,Capcom  ,Capcom  ,9.2,,,,,,,1.14,1.14
2693,South Park,N64,1998,Shooter,Acclaim Entertainment  ,Iguana Entertainment  ,6,,0.9,0.23,,0.02,1.14,,1.14
2694,Super R.C. Pro-Am,GB,1991,Racing,Nintendo  ,Rare Ltd.  ,,,,,,,,1.14,1.14
2695,The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts  ,"Hypnos Entertainment, Inc.  ",8.8,,0.71,0.38,,0.05,1.14,,1.14
2696,Final Fantasy XV,XOne,2016,Role-Playing,Square Enix  ,Square Enix  ,,,0.72,0.3,0.01,0.11,1.14,,1.14
2697,Tales of Destiny,PS,1998,Role-Playing,Namco  ,Wolfteam  ,6.2,,,,,,,1.14,1.14
2698,LEGO Star Wars: The Video Game,GBA,2005,Action,Eidos Interactive  ,Amaze Entertainment  ,7.4,,0.82,0.3,,0.02,1.14,,1.14
2699,Grand Theft Auto: The Trilogy,PS2,2005,Adventure,Rockstar Games  ,Rockstar North  ,,,,0.51,,0.62,1.14,,1.14
2700,LEGO Worlds,PS4,2017,Misc,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.21,0.72,0.04,0.17,1.14,,1.14
2701,Final Fantasy VII,PC,1998,Role-Playing,Eidos Interactive  ,SquareSoft  ,8.4,,,,,,,1.14,1.14
2702,Mobile Suit Gundam: Federation vs. Zeon,PS2,2002,Simulation,Bandai  ,Bandai  ,,,0.12,0.1,0.88,0.03,1.14,,1.14
2703,Need for Speed Underground 2,GC,2004,Racing,Electronic Arts  ,EA Black Box  ,,,0.7,0.39,0.01,0.03,1.14,,1.14
2704,MechAssault,XB,2002,Simulation,Microsoft Game Studios  ,Day 1 Studios  ,,,1.01,0.1,,0.03,1.13,,1.13
2705,NCAA Football 14,X360,2013,Sports,EA Sports  ,EA Tiburon  ,7.6,,1.01,,,0.12,1.13,,1.13
2706,Derby Stallion 99,PS,1999,Sports,ASCII Entertainment  ,ParityBit  ,,,,,1.06,0.07,1.13,,1.13
2707,Cars,GBA,2006,Racing,THQ  ,Helixe  ,4.5,,0.81,0.3,,0.02,1.13,,1.13
2708,Mirror's Edge,PS3,2008,Platform,Electronic Arts  ,EA Digital Illusions CE  ,7.7,8.2,0.31,0.59,0.02,0.21,1.13,,1.13
2709,Rocksmith,X360,2011,Misc,Ubisoft  ,Ubisoft  ,8,,0.85,0.19,0.01,0.08,1.13,,1.13
2710,Plants vs Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts  ,PopCap Games  ,8,,0.54,0.5,0,0.09,1.13,,1.13
2711,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,0.99,0.12,,0.02,1.13,,1.13
2712,The Elder Scrolls V: Skyrim VR,PS4,2017,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,,,0.47,0.47,0.01,0.19,1.13,,1.13
2713,Donkey Kong,NES,1986,Platform,Nintendo  ,Nintendo  ,,,,,,,,1.13,1.13
2714,Resident Evil Director's Cut,PS,1997,Action,Capcom  ,Capcom  ,8.3,,,,,,,1.13,1.13
2715,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action-Adventure,Nintendo  ,Tantalus Interactive  ,8.4,,,,,,,1.13,1.13
2716,Total War: Rome II,PC,2013,Strategy,Sega  ,The Creative Assembly  ,8,,,,,,,1.13,1.13
2717,Guitar Hero 5,X360,2009,Misc,Activision  ,Neversoft Entertainment  ,9,,0.65,0.37,,0.11,1.13,,1.13
2718,Rocksmith,PS3,2011,Misc,Ubisoft  ,Ubisoft  ,8,,0.53,0.38,0.09,0.13,1.13,,1.13
2719,Madden NFL 99,PS,1998,Sports,EA Sports  ,EA Sports  ,,,,,,,,1.13,1.13
2720,Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.63,0.43,,0.07,1.13,,1.13
2721,Fight Night Champion,PS3,2011,Fighting,EA Sports  ,EA Canada  ,8.4,,0.45,0.5,,0.18,1.13,,1.13
2722,SingStar,PS3,2008,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.45,0.56,,0.12,1.13,,1.13
2723,Pok茅mon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2006,Role-Playing,Nintendo  ,ChunSoft  ,,,0.81,0.3,,0.02,1.13,,1.13
2724,ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment  ,United Front Games  ,8.1,,0.5,0.4,0.06,0.16,1.13,,1.13
2725,Rabbids Go Home,Wii,2009,Adventure,Ubisoft  ,Ubisoft Montpellier  ,8,,0.25,0.74,,0.14,1.13,,1.13
2726,Moon Patrol,2600,1983,Shooter,Atari  ,Atari  ,,,1.05,0.06,,0.01,1.12,,1.12
2727,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,7.9,,1.03,0,0.01,0.08,1.12,,1.12
2728,Supercar Street Challenge,PS2,2001,Racing,Activision  ,EXAKT Entertainment  ,,,0.55,0.43,,0.14,1.12,,1.12
2729,Miscreated,PC,N/A,MMO,Unknown  ,Entrada Interactive  ,,,,,,,,1.12,1.12
2730,Slay the Spire,PC,2019,Strategy,Mega Crit Games  ,Mega Crit Games  ,,,,,,,,1.12,1.12
2731,Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision  ,Treyarch  ,,,0.66,0.4,,0.05,1.12,,1.12
2732,Golden Sun: The Lost Age,GBA,2003,Role-Playing,Nintendo  ,Camelot Software Planning  ,8.3,,,,,,,1.12,1.12
2733,Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega  ,Sega  ,,,,,,,,1.12,1.12
2734,Pikmin 2,GC,2004,Strategy,Nintendo  ,Nintendo EAD  ,9.1,,,,,,,1.12,1.12
2735,Pilotwings 64,N64,1996,Simulation,Nintendo  ,Paradigm Entertainment  ,,,,,,,,1.12,1.12
2736,Yoshi's Cookie,NES,1993,Puzzle,Nintendo  ,Bullet Proof Software  ,,,,,,,,1.12,1.12
2737,Need for Speed: Most Wanted (2012),PSV,2012,Racing,Electronic Arts  ,Criterion Games  ,,,0.33,0.53,0.01,0.25,1.12,,1.12
2738,WWE 2K14,X360,2013,Fighting,2K Sports  ,Yuke's  ,7.6,,0.64,0.38,,0.1,1.12,,1.12
2739,The Beatles: Rock Band,PS3,2009,Misc,MTV Games  ,Harmonix Music Systems  ,8.7,,0.67,0.29,,0.15,1.12,,1.12
2740,Guitar Hero 5,PS2,2009,Misc,Activision  ,BudCat Creations  ,,,0.28,0.3,,0.54,1.12,,1.12
2741,Worldwide Soccer Manager 2008,PC,2007,Sports,Saga Planets  ,Sports Interactive  ,,,,1.12,,0,1.12,,1.12
2742,Dragon Age II,X360,2011,Role-Playing,Electronic Arts  ,BioWare Corp.  ,8,,0.72,0.29,0.01,0.09,1.12,,1.12
2743,Spider-Man 2,XB,2004,Action,Activision  ,Treyarch  ,7.7,,0.82,0.26,,0.04,1.12,,1.12
2744,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios  ,Ruffian Games  ,7.5,,0.63,0.36,0.02,0.1,1.12,,1.12
2745,Crash Bandicoot N. Sane Trilogy,NS,2018,Platform,Activision  ,Toys for Bob  ,6,,0.44,0.57,0.02,0.09,1.11,,1.11
2746,Plants vs. Zombies,DS,2011,Strategy,PopCap Games  ,PopCap Games  ,8.1,,0.9,0.13,,0.09,1.11,,1.11
2747,Transformers: The Game,PS2,2007,Action,Activision  ,Traveller's Tales  ,,,0.63,0.37,0,0.11,1.11,,1.11
2748,LEGO Marvel Super Heroes 2,PS4,2017,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.33,0.6,0,0.18,1.11,,1.11
2749,Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action-Adventure,Disney Interactive Studios  ,Avalanche Software  ,,,0.67,0.34,,0.1,1.11,,1.11
2750,Castlevania: Lords of Shadow,PS3,2010,Action,Konami  ,Mercury Steam  ,8.1,,0.5,0.37,0.1,0.15,1.11,,1.11
2751,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane  ,Harmonix Music Systems  ,,,0.92,0.04,,0.15,1.11,,1.11
2752,Rock Band,PS2,2007,Misc,MTV Games  ,Harmonix Music Systems  ,8.1,,0.71,0.06,,0.35,1.11,,1.11
2753,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft  ,Ubisoft Montreal  ,9.4,,0.68,0.38,,0.05,1.11,,1.11
2754,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment  ,G-Craft  ,,,,,1.1,0.01,1.11,,1.11
2755,Donkey Kong Jr.,NES,1986,Platform,Nintendo  ,Nintendo R&D1  ,,,,,,,,1.11,1.11
2756,Fantasy Life,3DS,2014,Role-Playing,Nintendo  ,Level 5/Brownie Brown  ,6.9,,,,,,,1.11,1.11
2757,NBA Jam Tournament Edition,GEN,1995,Sports,Acclaim Entertainment  ,Iguana Entertainment  ,,,0.95,0.14,,0.03,1.11,,1.11
2758,Sonic Riders,PS2,2006,Racing,Sega  ,Sonic Team  ,,,,,,,,1.11,1.11
2759,Mafia III,XOne,2016,Action-Adventure,2K Games  ,Hangar 13  ,6.8,,0.54,0.48,,0.09,1.11,,1.11
2760,Red Dead Redemption: Undead Nightmare,X360,2010,Action,Rockstar Games  ,Rockstar San Diego  ,10,,0.61,0.38,0.02,0.1,1.11,,1.11
2761,Metal Gear Solid HD Collection,PS3,2011,Action,Konami Digital Entertainment  ,Bluepoint Games  ,,,0.52,0.44,,0.14,1.11,,1.11
2762,EA Sports UFC,PS4,2014,Fighting,Electronic Arts  ,EA Canada  ,,,0.49,0.43,0.01,0.18,1.11,,1.11
2763,NCAA Football 13,X360,2012,Sports,EA Sports  ,EA Tiburon  ,7.5,,1.02,,,0.09,1.11,,1.11
2764,Tales of Destiny 2,All,N/A,Role-Playing,Unknown  ,Telenet Japan / Wolfteam  ,,,,,,,,1.11,1.11
2765,Lumines: Puzzle Fusion,PSP,2005,Puzzle,Ubisoft  ,Q Entertainment  ,9.1,,0.52,0.35,,0.23,1.11,,1.11
2766,Just Dance 2016,Wii,2015,Music,Ubisoft  ,Ubisoft Paris  ,,,0.43,0.58,,0.09,1.11,,1.11
2767,Orcs Must Die!,PC,2011,Strategy,Unknown  ,Robot Entertainment  ,8.5,,,,,,,1.11,1.11
2768,LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts  ,Traveller's Tales  ,6.3,,0.62,0.38,,0.1,1.1,,1.1
2769,Megamania,2600,1982,Shooter,Activision  ,Activision  ,,,1.03,0.06,,0.01,1.1,,1.1
2770,Jungle Hunt,2600,1983,Platform,Atari  ,Atari  ,,,1.03,0.06,,0.01,1.1,,1.1
2771,PAC-MAN Championship Edition DX+ All You Can Eat Edition,PC,N/A,Puzzle,Unknown  ,Bandai Namco  ,,,,,,,,1.1,1.1
2772,Triple Play 98,PS,1997,Sports,EA Sports  ,EA Sports  ,,,0.61,0.42,,0.07,1.1,,1.1
2773,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts  ,EA Black Box  ,,,0.53,0.45,,0.12,1.1,,1.1
2774,Bionic Commando,All,N/A,Action-Adventure,Unknown  ,GRIN  ,,,,,,,,1.1,1.1
2775,Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,Square  ,SquareSoft  ,,,,,,,,1.1,1.1
2776,Chrono Trigger,DS,2008,Role-Playing,Square Enix  ,Square Enix  ,9.2,,,,,,,1.1,1.1
2777,Dead Rising 4,All,N/A,Action,Unknown  ,Capcom  ,,,,,,,,1.1,1.1
2778,Deus Ex,All,N/A,Role-Playing,Unknown  ,Ion Storm  ,,,,,,,,1.1,1.1
2779,Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games  ,Dimps Corporation  ,,,,,,,,1.1,1.1
2780,Dragon Quest I & II,SNES,1993,Role-Playing,Enix  ,ChunSoft  ,,,,,,,,1.1,1.1
2781,F-Zero X,N64,1998,Racing,Nintendo  ,Nintendo EAD  ,8.5,,,,,,,1.1,1.1
2782,Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Bandai  ,TOSE  ,,,,,1.1,0,1.1,,1.1
2783,Half-Life: Opposing Force,PC,1999,Shooter,Sierra Entertainment  ,Gearbox Software  ,8.8,,,,,,,1.1,1.1
2784,Just Cause,All,N/A,Action-Adventure,Unknown  ,Avalanche Studios  ,,,,,,,,1.1,1.1
2785,Kingdom Come: Deliverance,PC,2018,Role-Playing,Warhorse Studios  ,Warhorse Studios  ,,,,,,,,1.1,1.1
2786,Lode Runner,NES,1987,Puzzle,Broderbund  ,Hudson Soft  ,,,,,1.1,0,1.1,,1.1
2787,Madden NFL 07,X360,2006,Sports,EA Sports  ,EA Tiburon  ,8.2,,,,,,,1.1,1.1
2788,Mega Man Legacy Collection,All,N/A,Platform,Unknown  ,Capcom  ,,,,,,,,1.1,1.1
2789,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo  ,Retro Studios  ,9.2,,,,,,,1.1,1.1
2790,Naruto Shippuden: Ultimate Ninja Storm 2,All,N/A,Fighting,Unknown  ,CyberConnect2  ,,,,,,,,1.1,1.1
2791,Ninja Gaiden Sigma,PS3,2007,Action,Tecmo  ,Team Ninja  ,8.8,,,,,,,1.1,1.1
2792,Popeye,NES,1986,Platform,Nintendo  ,Nintendo  ,,,,,,,,1.1,1.1
2793,Romancing SaGa 2,SNES,1993,Role-Playing,Square  ,SquareSoft  ,,,,,,,,1.1,1.1
2794,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,8.9,,,,,,,1.1,1.1
2795,Super Monkey Ball: Touch & Roll,DS,2006,Misc,Sega  ,Amusement Vision  ,,,,,,,,1.1,1.1
2796,The Final Fantasy Legend,GB,1990,Role-Playing,Square  ,Square  ,6,,,,,,,1.1,1.1
2797,TMNT,All,N/A,Action,Unknown  ,Ubisoft Montreal  ,,,,,,,,1.1,1.1
2798,"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,Nintendo  ,Nintendo R&D1  ,,,,,,,,1.1,1.1
2799,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,Konami  ,Konami  ,,,,,1.1,0,1.1,,1.1
2800,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ  ,Relic Entertainment  ,7.7,,,,,,,1.1,1.1
2801,Sonic Free Riders,X360,2010,Racing,Sega  ,O-TWO inc.  ,4.9,,0.75,0.25,,0.1,1.1,,1.1
2802,FIFA 18,NS,2017,Sports,EA Sports  ,EA Vancouver  ,5.8,9.1,0.35,0.55,0.13,0.07,1.1,,1.1
2803,GRID,PS3,2008,Racing,Codemasters  ,Codemasters  ,8.6,,0.31,0.57,0.03,0.19,1.1,,1.1
2804,NBA Live 2001,PS2,2001,Sports,EA Sports  ,EA Canada  ,,,0.52,0.4,0.04,0.13,1.1,,1.1
2805,SingStar Legends,PS2,2008,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.12,0.75,,0.23,1.1,,1.1
2806,SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,,0.84,,0.25,1.1,,1.1
2807,Petz Dogz 2,DS,2007,Simulation,Ubisoft  ,Yuke's Media Creations  ,,,0.46,0.52,,0.12,1.1,,1.1
2808,Skylanders SWAP Force,PS3,2013,Misc,Activision  ,Unknown  ,,,0.46,0.46,,0.18,1.1,,1.1
2809,F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive  ,Day 1 Studios  ,7.5,,,,,,,1.1,1.1
2810,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts  ,EA Los Angeles  ,,,0.45,0.52,0.01,0.12,1.1,,1.1
2811,Guitar Hero 5,PS3,2009,Misc,Activision  ,Neversoft Entertainment  ,8.8,,0.53,0.39,,0.17,1.1,,1.1
